series,date,value
Education,2014 JUN,89.8
Education,2014 JUL,89.8
Education,2014 AUG,89.8
Education,2014 SEP,91.5
Education,2014 OCT,98.7
Education,2014 NOV,98.7
Education,2014 DEC,98.7
Education,2015 JAN,98.7
Education,2015 FEB,98.7
Education,2015 MAR,98.7
Education,2015 APR,98.7
Education,2015 MAY,98.7
Education,2015 JUN,98.7
Education,2015 JUL,98.7
Education,2015 AUG,98.7
Education,2015 SEP,99.9
Education,2015 OCT,103.4
Education,2015 NOV,103.4
Education,2015 DEC,103.4
Education,2016 JAN,103.4
Education,2016 FEB,103.4
Education,2016 MAR,103.4
Education,2016 APR,103.4
Education,2016 MAY,103.4
Education,2016 JUN,103.4
Education,2016 JUL,103.4
Education,2016 AUG,103.4
Education,2016 SEP,105.7
Education,2016 OCT,107.9
Education,2016 NOV,107.9
Education,2016 DEC,107.9
Education,2017 JAN,107.9
Education,2017 FEB,107.9
Education,2017 MAR,107.9
Education,2017 APR,107.9
Education,2017 MAY,107.9
Education,2017 JUN,107.9
Education,2017 JUL,107.9
Education,2017 AUG,107.9
Education,2017 SEP,108.8
Education,2017 OCT,110.9
Education,2017 NOV,110.9
Education,2017 DEC,110.9
Education,2018 JAN,110.9
Education,2018 FEB,110.9
Education,2018 MAR,110.9
Education,2018 APR,110.9
Education,2018 MAY,110.9
Education,2018 JUN,110.9
Education,2018 JUL,110.9
Education,2018 AUG,110.9
Education,2018 SEP,112
Education,2018 OCT,114.4
Education,2018 NOV,114.4
Education,2018 DEC,114.4
Education,2019 JAN,114.4
Education,2019 FEB,114.4
Education,2019 MAR,114.4
Education,2019 APR,114.4
Education,2019 MAY,114.4
Education,2019 JUN,114.4
Education,2019 JUL,114.4
Education,2019 AUG,114.4
Education,2019 SEP,115.6
Education,2019 OCT,117.5
Education,2019 NOV,117.5
Education,2019 DEC,117.5
Education,2020 JAN,117.5
Education,2020 FEB,117.5
Education,2020 MAR,117.5
Education,2020 APR,117.5
Education,2020 MAY,117.5
Education,2020 JUN,117.5
Education,2020 JUL,117.5
Education,2020 AUG,117.5
Education,2020 SEP,117.9
Education,2020 OCT,120
Education,2020 NOV,120
Education,2020 DEC,120
Education,2021 JAN,120
Education,2021 FEB,120
Education,2021 MAR,120
Education,2021 APR,120
Education,2021 MAY,120
Education,2021 JUN,120
Education,2021 JUL,120
Education,2021 AUG,120
Education,2021 SEP,121.3
Education,2021 OCT,125.4
Education,2021 NOV,125.4
Education,2021 DEC,125.4
Education,2022 JAN,125.4
Education,2022 FEB,125.4
Education,2022 MAR,125.4
Education,2022 APR,125.4
Education,2022 MAY,125.4
Education,2022 JUN,125.4
Education,2022 JUL,125.4
Education,2022 AUG,125.4
Education,2022 SEP,126.5
Education,2022 OCT,129.4
Education,2022 NOV,129.4
Education,2022 DEC,129.4
Education,2023 JAN,129.4
Education,2023 FEB,129.4
Education,2023 MAR,129.4
Education,2023 APR,129.4
Education,2023 MAY,129.4
Education,2023 JUN,129.4
Education,2023 JUL,129.4
Education,2023 AUG,129.4
Education,2023 SEP,131.7
Education,2023 OCT,135.2
Education,2023 NOV,135.2
Education,2023 DEC,135.2
Education,2024 JAN,135.2
Education,2024 FEB,135.2
Education,2024 MAR,135.2
Education,2024 APR,135.2
Education,2024 MAY,135.2
Education,2024 JUN,135.2
Education,2024 JUL,135.2
Education,2024 AUG,135.2
Education,2024 SEP,137.6
Education,2024 OCT,142
Education,2024 NOV,142
Bread,2015 JAN,103.7
Bread,2015 FEB,102.7
Bread,2015 MAR,102.4
Bread,2015 APR,99.1
Bread,2015 MAY,99.9
Bread,2015 JUN,99.6
Bread,2015 JUL,98.4
Bread,2015 AUG,99.3
Bread,2015 SEP,99.6
Bread,2015 OCT,99.1
Bread,2015 NOV,97.2
Bread,2015 DEC,98.9
Bread,2016 JAN,97.2
Bread,2016 FEB,98.7
Bread,2016 MAR,97
Bread,2016 APR,96.8
Bread,2016 MAY,96.1
Bread,2016 JUN,97.7
Bread,2016 JUL,95.3
Bread,2016 AUG,97.3
Bread,2016 SEP,97.1
Bread,2016 OCT,96.9
Bread,2016 NOV,97.9
Bread,2016 DEC,98.1
Bread,2017 JAN,99.3
Bread,2017 FEB,99.9
Bread,2017 MAR,100.1
Bread,2017 APR,100.3
Bread,2017 MAY,101.4
Bread,2017 JUN,101.3
Bread,2017 JUL,99.7
Bread,2017 AUG,101.9
Bread,2017 SEP,102.3
Bread,2017 OCT,102.9
Bread,2017 NOV,103.8
Bread,2017 DEC,105.2
Bread,2018 JAN,105.4
Bread,2018 FEB,105
Bread,2018 MAR,105.2
Bread,2018 APR,106.1
Bread,2018 MAY,105.8
Bread,2018 JUN,105
Bread,2018 JUL,105.8
Bread,2018 AUG,106.2
Bread,2018 SEP,105.8
Bread,2018 OCT,105.7
Bread,2018 NOV,105.8
Bread,2018 DEC,106.1
Bread,2019 JAN,107.5
Bread,2019 FEB,108.1
Bread,2019 MAR,108.7
Bread,2019 APR,108.2
Bread,2019 MAY,107.9
Bread,2019 JUN,106.4
Bread,2019 JUL,108
Bread,2019 AUG,106.7
Bread,2019 SEP,105.5
Bread,2019 OCT,105
Bread,2019 NOV,105
Bread,2019 DEC,106.2
Bread,2020 JAN,107.2
Bread,2020 FEB,106.2
Bread,2020 MAR,107
Bread,2020 APR,106.7
Bread,2020 MAY,105.8
Bread,2020 JUN,105
Bread,2020 JUL,104.5
Bread,2020 AUG,106.3
Bread,2020 SEP,106.7
Bread,2020 OCT,107.1
Bread,2020 NOV,106.5
Bread,2020 DEC,105.2
Bread,2021 JAN,106.8
Bread,2021 FEB,107.2
Bread,2021 MAR,107.5
Bread,2021 APR,108
Bread,2021 MAY,106.4
Bread,2021 JUN,107.4
Bread,2021 JUL,108
Bread,2021 AUG,108.1
Bread,2021 SEP,108.5
Bread,2021 OCT,108.7
Bread,2021 NOV,108
Bread,2021 DEC,109.9
Bread,2022 JAN,111.2
Bread,2022 FEB,110.9
Bread,2022 MAR,112.9
Bread,2022 APR,113.2
Bread,2022 MAY,115.6
Bread,2022 JUN,117.8
Bread,2022 JUL,119.8
Bread,2022 AUG,122
Bread,2022 SEP,124.3
Bread,2022 OCT,124.4
Bread,2022 NOV,129.7
Bread,2022 DEC,132.4
Bread,2023 JAN,132.3
Bread,2023 FEB,134
Bread,2023 MAR,134.2
Bread,2023 APR,134.2
Bread,2023 MAY,133.3
Bread,2023 JUN,134
Bread,2023 JUL,134
Bread,2023 AUG,133.3
Bread,2023 SEP,134.3
Bread,2023 OCT,134.9
Bread,2023 NOV,133.9
Bread,2023 DEC,135.3
Bread,2024 JAN,135.2
Bread,2024 FEB,135.4
Bread,2024 MAR,135.4
Bread,2024 APR,135.5
Bread,2024 MAY,135.8
Bread,2024 JUN,136.1
Bread,2024 JUL,135.5
Bread,2024 AUG,136.3
Bread,2024 SEP,136.4
Bread,2024 OCT,136.3
Bread,2024 NOV,136
